name,text,sentiment,,,,,,
brayon_101,qq imSnapperz,,,,,,,
boundlessburton,i’m not gonna lie I’m more excited for the faze subathon than i was for Kai’s,,,,,,,
imSnapperz,qq brayon aga,,,,,,,
notteblu3,Prayge best buy segments and parking lot steps for subs segments,,,,,,,
imSnapperz,@notteblu3 Cinema,,,,,,,
boundlessburton,@notteblu3 Yugi is such a big troll. Ron is definitely gonna get woken up by so many different things in the night random things that probably aren’t even on like the punishment list.,,,,,,,
rewssv,@boundlessburton I wasn't excited at all for kais ngl idk why i don't watch kai. Just no one to watch now,,,,,,,
boundlessburton,"I enjoy Kai, but I only watch him through Sunny really",,,,,,,
GGODDID,rayjtwGlasses dead homies,,,,,,,
urstaz,is it gonna change to day 30/30 when he gets up or no havent tuned in at all,,,,,,,
moistpaperplates,ron said yugi was a lock for night shift but he might have been trolling we know how Ron is,,,,,,,
trlxe_,Life,,,,,,,
notteblu3,kai just feels more staged rn faze is chaotic thats why i think,,,,,,,
Ametrines,bro said nah i’ll just be malik for a bit,,,,,,,
Ametrines,pfft,,,,,,,
smaulfry,NoEnemies,,,,,,,
notteblu3,faze dont be planning shit fr they just do random stuff,,,,,,,
SippingRamen,NoEnemies,,,,,,,
fire304s,chulo2HOOP,,,,,,,
brayon_101,NoEnemies,,,,,,,
arttu_999,@notteblu3 thats the best part,,,,,,,
SippingRamen,catLook Wave brayon,,,,,,,
sMACCAS16,morening brayon,,,,,,,
trlxe_,taw,,,,,,,
zeekersback,WWW the night shift,,,,,,,
brayon_101,qq SippingRamen sMACCAS16 fsmHEART,,,,,,,
boundlessburton,fsmDance fsmDance,,,,,,,
notteblu3,ron would have burger for night shift,,,,,,,
boundlessburton,fsmUWU,,,,,,,
brayon_101,ray j Life,,,,,,,
SippingRamen,@sMACCAS16 hi aunty catLook Wave,,,,,,,
Kuzler,omePfft,,,,,,,
sMACCAS16,@SippingRamen heyy,,,,,,,
rewssv,"@notteblu3 Yeah, but now Max is not there, and there will be no drama between max and Silkys friends",,,,,,,
brayon_101,@Kuzler Peace and Love,,,,,,,
SippingRamen,Peace,,,,,,,
GGODDID,pipes2Guns,,,,,,,
moistpaperplates,why this kinda sad,,,,,,,
rbgetsbandz,Life,,,,,,,
Ametrines,hai bray hai ramen,,,,,,,
notteblu3,@rewssv idk didnt really watch silky and max's pov,,,,,,,
Ametrines,OOOO,,,,,,,
brayon_101,heyy ame,,,,,,,
Kuzler,PIECE but im not leaving bub catsittingverycomfortable,,,,,,,
Ametrines,#song,,,,,,,
notteblu3,i just watch ron and adapt from faze tbh,,,,,,,
sMACCAS16,bub,,,,,,,
Ametrines,catJAM,,,,,,,
Kuzler,LO rod Wave,,,,,,,
GGODDID,Dead homies rayjtwShower2,,,,,,,
rewssv,@notteblu3 i watched ron Instigate,,,,,,,
moistpaperplates,kaysan said he’s gonna be locked into more desktop streams to keep things og like it used to be,,,,,,,
moistpaperplates,I’m all for that,,,,,,,
boundlessburton,fsmSunnyHeart fsmSunnyHeart fsmSunnyHeart fsmSunnyHeart fsmSunnyHeart fsmSunnyHeart fsmSunnyHeart fsmSunnyHeart fsmSunnyHeart fsmSunnyHeart fsmSunnyHeart fsmSunnyHeart fsmSunnyHeart fsmSunnyHeart fsmSunnyHeart,,,,,,,
sMACCAS16,if he has a pc ROFL @moistpaperplates,,,,,,,
moistpaperplates,@sMACCAS16 LMAOO,,,,,,,
moistpaperplates,kai should gift him one I feel like all the stress of mafia shaved years off his life,,,,,,,
notteblu3,ok im back to the live,,,,,,,
rewssv,"@notteblu3 Mine was Lacy Jason Max and Ron Adapt is cool, but it was not entertaining during the subathon",,,,,,,
notteblu3,silent library was fun,,,,,,,
Ametrines,GO ASK THE CITY WHOS THE BEST WHO EVER FUCKIN DID IT 🗣️,,,,,,,
boundlessburton,@mrdesertpunk can you try right now? See if you’re the rate limited still,,,,,,,
boundlessburton,fsmLove fsmSunnyHeart,,,,,,,
boundlessburton,alveusLove,,,,,,,
Ametrines,BOTTOM BOY SURVIVOR HARD TIME LIVIN Singing,,,,,,,
rewssv,@rewssv but adapt was not the entertaining,,,,,,,
notteblu3,rewssv idk man i find the randomness of the best buy segments into in n out segments everyday that shit had me crying,,,,,,,
sMACCAS16,noo save the gifteds for tmrw night ill farm more im acc tired asf tn,,,,,,,
Ametrines,Banger,,,,,,,
boundlessburton,taking a moment to think about the world around you is a good depending how you’re feeling,,,,,,,
boundlessburton,@smaccas16 I just wanna get him to 10 K,,,,,,,
12lexie34,huh,,,,,,,
arttu_999,SCHIZO,,,,,,,
trlxe_,ok they're going insane,,,,,,,
bigdracox,?,,,,,,,
moistpaperplates,this is the calm before the storm druski and Kevin gonna be a movie,,,,,,,
MrDesertPunk,@boundlessburton Lol no I'm working,,,,,,,
Xintherios,what is happening SCHIZO,,,,,,,
sMACCAS16,"@boundlessburton same but idk if i can make it sobb im exhausted, ill watch from bed be back in a bit",,,,,,,
trlxe_,@moistpaperplates LITERALLY,,,,,,,
MrDesertPunk,@sMACCAS16 Pat,,,,,,,
Ametrines,i feel like he’s gonna hit that today,,,,,,,
notteblu3,did they give a time for the sleepover?,,,,,,,
Guerilla323,This is a whole fever dream,,,,,,,
Ametrines,no @notteblu3,,,,,,,
boundlessburton,@mrdesertpunk ok sorry bro I’ll leave you alone fsmFlushed fsmLove,,,,,,,
DrG0TH,morening Love,,,,,,,
Kuzler,SAJ,,,,,,,
boundlessburton,fsmLove fsmSunnyHeart alveusLove,,,,,,,
Kuzler,SadKitty,,,,,,,
MrDesertPunk,"I'll be back in an hour fsmNodders , finishing up my day",,,,,,,
boundlessburton,Life,,,,,,,
MrDesertPunk,@boundlessburton You're good!,,,,,,,
moistpaperplates,@notteblu3 kai mentioned he’s going over there earlier to set things up and stuff I think? and the rest of the crew comes at night,,,,,,,
Ametrines,PsyCatNod,,,,,,,
trlxe_,Life,,,,,,,
MrDesertPunk,@DrG0TH hai,,,,,,,
notteblu3,wtf is fsmNodders,,,,,,,
DrG0TH,@mrdesertpunk LICKA,,,,,,,
Kuzler,@notteblu3 you just had to be there,,,,,,,
Kuzler,"@DrG0TH, glorpFlower",,,,,,,
moistpaperplates,Bella…,,,,,,,
DrG0TH,@kuzler catKISS,,,,,,,
rewssv,"@notteblu3 Yeah i forgot about that lol the headbutting the cam was the funniest, but somthing that adpat did recently was dance in the dodo water was the funniest thing ever",,,,,,,
moistpaperplates,I’d pay so much to see sunny recreate that tiktok that blew up hella poarch,,,,,,,
trlxe_,LOL,,,,,,,
j_reed_02,last night shift 😢,,,,,,,
Kuzler,ACCEPT OUR LOVE RAY J catPunchU,,,,,,,
Griffd1011,Boo,,,,,,,
Griffd1011,hello,,,,,,,
trlxe_,ome,,,,,,,
salsa__kitty,why aren't they doing night shift at the new place tonight,,,,,,,
12lexie34,au revoir,,,,,,,
moistpaperplates,they are,,,,,,,
theeclecticghost,@salsa__kitty they are I think,,,,,,,
Ametrines,#song,,,,,,,
Ametrines,Banger,,,,,,,
j_reed_02,they’ll be there but they aren’t gonna be sleeping. won’t be a reg night shift,,,,,,,
Kuzler,Are you okay ame,,,,,,,
Kuzler,thats 2 rod wave songs back to back,,,,,,,
Ametrines,86 !!!,,,,,,,
Ametrines,kuzler mhm mhm rod wave my goat,,,,,,,
boundlessburton,that made me tear up,,,,,,,
ElJoshy101,rod wave has banger songs,,,,,,,
DrG0TH,yeah too many people for nothing not to happen lol,,,,,,,
Xintherios,sadcat,,,,,,,
davidder_1,NOOOOO,,,,,,,
Ametrines,THANKYOU @eljoshy101,,,,,,,
fuelexotic,where’s miles,,,,,,,
trlxe_,WW nightshift,,,,,,,
Xintherios,goodbye ray j sadcat,,,,,,,
lea__aaaaa,NOOO,,,,,,,
DrG0TH,last night shift aww,,,,,,,
trlxe_,pfft,,,,,,,
Ametrines,i wanna see rod wave live so bad Omg,,,,,,,
lea__aaaaa,the snoring makes it even more poetic,,,,,,,
ElJoshy101,@Ametrines I’d have goosebumps listening to him live,,,,,,,
theeclecticghost,did Arky & yugi sleep over?,,,,,,,
Kuzler,Sad,,,,,,,
0003CK,"hey chat, slept early last night, did kai end up getting drummer a gift?",,,,,,,
oh_hershey,SAJ,,,,,,,
Ametrines,been my #1 artist on spotify for 6 years kuzler @eljoshy101 mhm,,,,,,,
j_reed_02,WW Ray j,,,,,,,
Ametrines,nah fr joshy,,,,,,,
Kuzler,6 years MONKA,,,,,,,
michenzie0,gonna miss Ray j,,,,,,,
Guerilla323,Damn ☹️ It was a cool 30 days. We are not about to see Kai for maybe a month or so,,,,,,,
michenzie0,what a month yall,,,,,,,
Xintherios,sadcat this is the end,,,,,,,
michenzie0,cinema 🎦,,,,,,,
Ametrines,#song,,,,,,,
lea__aaaaa,Cinema,,,,,,,
fazemilo2025,i dont want this to end SAJ,,,,,,,
ElJoshy101,@Ametrines what other people do you listen too I need to expand my music,,,,,,,
NoneOfAll__,CINEMA,,,,,,,
ElJoshy101,SAJ,,,,,,,
Kuzler,#song,,,,,,,
michenzie0,HES CRYING,,,,,,,
Ametrines,172 !!!,,,,,,,
Kuzler,SAJ,,,,,,,
Xintherios,sadcat oh,,,,,,,
NoneOfAll__,fsmSob,,,,,,,
Kuzler,SAJ ͏,,,,,,,
boundlessburton,CINEMA,,,,,,,
davidder_1,SAJ,,,,,,,
lea__aaaaa,we’ll never forget you Ray J SAJ,,,,,,,
fazemilo2025,SAJ,,,,,,,
boundlessburton,SAJ,,,,,,,
michenzie0,fsmSob fsmSob fsmSob,,,,,,,
Ametrines,catJAM,,,,,,,
bigdracox,SAJ,,,,,,,
boundlessburton,fsmSob,,,,,,,
karruia,10:30have gym today?,,,,,,,
trlxe_,he's gone SAJ,,,,,,,
Kuzler,all around me are familiar faces,,,,,,,
NoneOfAll__,Rayy j noo fsmSob,,,,,,,
michenzie0,fsmCry,,,,,,,
ElJoshy101,he’s gone… SAJ,,,,,,,
leahlove,fsmSob,,,,,,,
Xintherios,gone forever,,,,,,,
Xintherios,sadcat,,,,,,,
fazemilo2025,nooooo,,,,,,,
3NCRYPTEN,unclejoe9brows,,,,,,,
justcallmemoonx,SAJ,,,,,,,
NoneOfAll__,and now he’s all alone,,,,,,,
michenzie0,rayjtwSmh rayjtwSmh rayjtwSmh rayjtwSmh rayjtwSmh,,,,,,,
NoneOfAll__,fsmDespair,,,,,,,
michenzie0,rayjtwSmh2 rayjtwSmh2 rayjtwSmh2 rayjtwSmh2 rayjtwSmh2 rayjtwSmh2 rayjtwSmh2,,,,,,,
Kuzler,#song,,,,,,,
Kuzler,SAJ,,,,,,,
lea__aaaaa,"idk yall, but for me these 29 days flew by so fast",,,,,,,
ElJoshy101,LMFAO,,,,,,,
Xintherios,TWEAK,,,,,,,
NoneOfAll__,LO,,,,,,,
boundlessburton,drum solo!!!!!!!,,,,,,,
theeclecticghost,LMAOOOOO,,,,,,,
davidder_1,HES BACKKK,,,,,,,
theeclecticghost,TWEAKER,,,,,,,
trlxe_,LMFAOOO,,,,,,,
sMACCAS16,YESS,,,,,,,
boundlessburton,LMAOOOOO,,,,,,,
justcallmemoonx,pfft,,,,,,,
sMACCAS16,came back at the right time,,,,,,,
ElJoshy101,YESS,,,,,,,
3NCRYPTEN,notrya7Spidey,,,,,,,
Xintherios,LMFAO,,,,,,,
sMACCAS16,l,,,,,,,
3NCRYPTEN,"Help, there's a crack head running around in my mansion",,,,,,,
GGODDID,dead homies rayjtwSmh,,,,,,,
arttu_999,LOL,,,,,,,
Kuzler,NOOOOO,,,,,,,
sMACCAS16,LMFAO,,,,,,,
NoneOfAll__,lmao,,,,,,,
boundlessburton,NOOO,,,,,,,
trlxe_,pfft,,,,,,,
fromthemanbehrry,ITS OVER :(,,,,,,,
GGODDID,pipes2Sad,,,,,,,
fromthemanbehrry,SLOWLY COMING TO AN END,,,,,,,
trlxe_,Who is that?,,,,,,,
trlxe_,what the,,,,,,,
boundlessburton,ICANT,,,,,,,
salsa__kitty,who was that lol,,,,,,,
boundlessburton,LMAOO,,,,,,,
Guerilla323,Jackie Ling,,,,,,,
sMACCAS16,ome44,,,,,,,
boundlessburton,@salsa__kitty idk,,,,,,,
Guerilla323,long*,,,,,,,
Xintherios,TWEAK RAY JJJJJ,,,,,,,
lea__aaaaa,Cinema,,,,,,,
j_reed_02,SOYSCREAM,,,,,,,
trlxe_,he's not real,,,,,,,
3NCRYPTEN,Over here!,,,,,,,
ElJoshy101,LMFAO,,,,,,,
dozaubih,Lmaooo,,,,,,,
trlxe_,LMAO,,,,,,,
salsa__kitty,what is going on LOOOL,,,,,,,
Mrspink0222,😂🤣😂🤣😂🤣,,,,,,,
DrG0TH,ray j is a fever dream himself,,,,,,,
j_reed_02,LMAOOOOOO,,,,,,,
salsa__kitty,yeah he deserved that car lol,,,,,,,
notteblu3,these guys are working overtime LMFAO,,,,,,,
boundlessburton,"fsmDinkDonk 🍡 🏯🍣 Let’s wake him up to 12K subs. Prime if you got it, gift if you can. If we hit it, Sunny goes IRL in Japan 🇯🇵 🗾 🍜 . Let’s make it happen! fsmDinkDonk",,,,,,,
Mrspink0222,😂🤣😂🤣😂🤣😂🤣😂🤣😂,,,,,,,
boundlessburton,everybody gift one,,,,,,,
notteblu3,LMFAO miles,,,,,,,
boundlessburton,for how funny this is,,,,,,,
sMACCAS16,ome67,,,,,,,
Mrspink0222,😂🤣😂🤣,,,,,,,
Kuzler,doped up on fumes,,,,,,,
zitomanifest,MA SIMMONSS,,,,,,,
arttu_999,LOL,,,,,,,
zitomanifest,MS SIMMONS,,,,,,,
notteblu3,they need to get him for a movie fr,,,,,,,
j_reed_02,LMAOOOOOOOOOO,,,,,,,
fromthemanbehrry,WWWWW ACTOR,,,,,,,
notteblu3,this dude a good actor fr,,,,,,,
ImStiletto,LOL,,,,,,,
trlxe_,ome,,,,,,,
ElJoshy101,LOL,,,,,,,
DrG0TH,i fucking LOVE malik,,,,,,,
Xintherios,LMAOOOOOO,,,,,,,
VisionShows,LMAO,,,,,,,
davidder_1,im crying LMFAO,,,,,,,
trlxe_,He is WORKING,,,,,,,
3NCRYPTEN,@boundlessburton fsmBla,,,,,,,
Grimstalkr,good bye Mafiathon 3 house,,,,,,,
Ametrines,"@eljoshy101 youngboy, lil durk, kingvon, tee grizzley, mariah the scientist, jhene aiko, polo g, the kid laroi, sabrina carpenter,juice wrld, doja cat, halsey, kehlani",,,,,,,
Guerilla323,Oscar worthy performance right there,,,,,,,
Kuzler,Stare,,,,,,,
boundlessburton,TOTA?,,,,,,,
trlxe_,Stare,,,,,,,
NoneOfAll__,CAUGHT,,,,,,,
Ametrines,typeshit i can go on,,,,,,,
3NCRYPTEN,Toyota,,,,,,,
notteblu3,LMFAO,,,,,,,
notteblu3,WTF,,,,,,,
DrG0TH,@trlxe_ RT,,,,,,,
whoisskayy,heyyyy,,,,,,,
j_reed_02,fanumLMAOOOOO fanumLMAOOOOO,,,,,,,
ElJoshy101,@Ametrines juice wrld is my goat fsmVibe,,,,,,,
notteblu3,HES TOO GOOD LMFAO,,,,,,,
whoisskayy,Wha happened-,,,,,,,
whoisskayy,Wha happened-,,,,,,,
renedt17,BANGER,,,,,,,
AlienPlsPoland,RISING,,,,,,,
notteblu3,origin_999 and tomorow lebron and then its over,,,,,,,
fiery_x,BANGER ͏,,,,,,,
Kuzler,@sMACCAS16 omePfft,,,,,,,
sMACCAS16,bro i'm on my phone leave me alone,,,,,,,
AlienPlsPoland,maccas on the phone LO,,,,,,,
Kuzler,HAH,,,,,,,
renedt17,ome,,,,,,,
sMACCAS16,pfft,,,,,,,
notteblu3,this is the best opening of all time,,,,,,,
steezyyplays,this is Tokyo’s goul right,,,,,,,
AlienPlsPoland,Cinema,,,,,,,
moistpaperplates,I love how he went from annoyed to immediately singing his heart out when Tokyo ghoul stars,,,,,,,
AlienPlsPoland,Cinema  ͏,,,,,,,
Kuzler,???,,,,,,,
sMACCAS16,oh my,,,,,,,
AlienPlsPoland,Cinema,,,,,,,
davidder_1,LMFAO,,,,,,,
AlienPlsPoland,Cinema  ͏,,,,,,,
MISA_XVI,LMFAOOOO,,,,,,,
davidder_1,LMFAO ͏,,,,,,,
AlienPlsPoland,Cinema,,,,,,,
rrittenhouse,LMFAOOO,,,,,,,
fiery_x,Cinema,,,,,,,
Grimstalkr,WW KAI,,,,,,,
AlienPlsPoland,LMAO,,,,,,,
Kuzler,"rage, be forreal",,,,,,,
Ametrines,RISING @smaccas16,,,,,,,
unwording,AHHHHH,,,,,,,
ElJoshy101,GYAT,,,,,,,
ImStiletto,LOL,,,,,,,
renedt17,Looking,,,,,,,
Ametrines,AYO,,,,,,,
sMACCAS16,RISING,,,,,,,
Kuzler,your ass tooted up on your back,,,,,,,
AlienPlsPoland,gyat,,,,,,,
dalayna,SUNNY SO CLOSE TO 10k,,,,,,,
Kuzler,thats wild,,,,,,,
rrittenhouse,I wonder if kai is actually asleep,,,,,,,
3NCRYPTEN,Not now,,,,,,,
dalayna,@rrittenhouse there’s no way,,,,,,,
rrittenhouse,lol... gotta be a jolt out of rem at least.,,,,,,,
unwording,nodders,,,,,,,
AlienPlsPoland,W,,,,,,,
MISA_XVI,now fold the bed 😂,,,,,,,
renedt17,Peace,,,,,,,
unwording,RISING,,,,,,,
boundlessburton,@MISA_XVI RT,,,,,,,
moistpaperplates,wwwww,,,,,,,
DrG0TH,@misa_xvi was just thinking that too lol,,,,,,,
DrG0TH,drummer make any song sound hardt,,,,,,,
cole__1738,chat what time is lebron getting here,,,,,,,
moistpaperplates,I’ll gift a single sub to 1 lucky person if another person gifts a sub,,,,,,,
MISA_XVI,That was hard,,,,,,,
unwording,scorpy2HUH,,,,,,,
MISA_XVI,LOL,,,,,,,
DrG0TH,@cole__1738 ??,,,,,,,
Endlessleisure,@donovanmic I got clips of it,,,,,,,
sMACCAS16,idk cole,,,,,,,
davidder_1,@cole__1738 someone said last hour,,,,,,,
NoneOfAll__,@cole__1738 help?,,,,,,,
cole__1738,CHAT HELP,,,,,,,
Skylark777777,Heiiii,,,,,,,
DrG0TH,ohh day 30 @cole__1738,,,,,,,
MISA_XVI,@cole__1738 tmr last hour,,,,,,,
donovanmic,@Endlessleisure bet send dat,,,,,,,
3NCRYPTEN,"Cole needs our help chat, let's combine our brain cells into one",,,,,,,
cole__1738,what's on the schedule today chat,,,,,,,
renedt17,cole u missed he was there earlier ohno,,,,,,,
cole__1738,HELP CHAT,,,,,,,
Skylark777777,KAI don't sleep,,,,,,,
moistpaperplates,they’re not gonna cut his mic and we’re gonna hear the stream,,,,,,,
Kuzler,HELP WHAT,,,,,,,
renedt17,Lounging,,,,,,,
Skylark777777,Why is he telling chat 🤣,,,,,,,
cole__1738,what's happening today I forget,,,,,,,
ElJoshy101,i think cole needs help,,,,,,,
donovanmic,kevin and dru sleepover,,,,,,,
sMACCAS16,cole ruskin kevin heart speed lebron,,,,,,,
moistpaperplates,aside from Kevin ms house idk,,,,,,,
Kuzler,good question tbh,,,,,,,
sMACCAS16,apparently,,,,,,,
NoneOfAll__,I think Cole asking for help,,,,,,,
sMACCAS16,druski,,,,,,,
MISA_XVI,@cole__1738 kev and druski mid day for Kai staying over night with everyone,,,,,,,
Kuzler,"I thought that was later tonight, not during the day",,,,,,,
MISA_XVI,Kai is going mid day,,,,,,,
cole__1738,clear explanation PLEASE,,,,,,,
NoneOfAll__,fsmLookup,,,,,,,
cole__1738,I just wanna know when I need to wake up,,,,,,,
sMACCAS16,fsmGoodbye,,,,,,,
moistpaperplates,kai said he’s gonna try making one last mafia happen today since they couldn’t last night,,,,,,,
Kuzler,Take another 2 hours,,,,,,,
rrittenhouse,LMAO,,,,,,,
Kuzler,You'll be alright,,,,,,,
MISA_XVI,you got like 3 hours,,,,,,,
cole__1738,?!,,,,,,,
cole__1738,fym I got 3 hours,,,,,,,
ElJoshy101,i say12,,,,,,,
unwording,took all them shots,,,,,,,
MISA_XVI,LMAO,,,,,,,
boundlessburton,pause,,,,,,,
rrittenhouse,He sounds my wife now,,,,,,,
Kuzler,"It's a weekday, do they have gym and shower",,,,,,,
sMACCAS16,cole's been up watching valorant pfft,,,,,,,
boundlessburton,@smaccas16 Noo come back,,,,,,,
cole__1738,@sMACCAS16 shesRight,,,,,,,
davidder_1,gg,,,,,,,
Skylark777777,The 24hrs timer will be depressing 😭 last day of the Mafiathon,,,,,,,
tcflinds2,LMFAOOOOO,,,,,,,
unwording,???,,,,,,,
MISA_XVI,Kai wakes up -> gym -> stalls -> shower -> yaps -> then kev house,,,,,,,
moistpaperplates,oh yes they do have gym & kaysan said it’s an MJ day,,,,,,,
Ariiii89,where’s Kai,,,,,,,
Endlessleisure,Oh hell nahhh,,,,,,,
cole__1738,bro its at 9PM EST,,,,,,,
jacksboxmn,lol good,,,,,,,
cole__1738,how did no one here know that,,,,,,,
cole__1738,its on his fucking twitter,,,,,,,
cole__1738,like,,,,,,,
3NCRYPTEN,notrya7Alien,,,,,,,
Kuzler,widespeedCrashout,,,,,,,
MISA_XVI,WHY YOU ASK US THEN,,,,,,,
jacksboxmn,literally,,,,,,,
davidder_1,then why did you ask us,,,,,,,
sMACCAS16,Oh,,,,,,,
davidder_1,cole GETOUT,,,,,,,
cole__1738,because I didnt know,,,,,,,
ElJoshy101,yeah then why ask,,,,,,,
cole__1738,because I didnt know,,,,,,,
rrittenhouse,"It was on the flier, folks :D",,,,,,,
sMACCAS16,i don't use twitter myf,,,,,,,
Kuzler,Is that all you want from today,,,,,,,
MISA_XVI,good so we got till night time,,,,,,,
cole__1738,I just wanted to know when to wake up,,,,,,,
Kuzler,Just skipping to the best parts smh,,,,,,,
Ariiii89,where Kai,,,,,,,
Rogue__One__Gaming,fsmSob LUL,,,,,,,
ElJoshy101,go back to shleep cole,,,,,,,
moistpaperplates,technically kai is going there earlier before everyone else for additional content earthostepSmirkySponge,,,,,,,
Hotwheee,i love using this chat for my software project,,,,,,,
Skylark777777,I thought Fanum said he was not sleeping,,,,,,,
pandaaaa777,fsmSunnyHeart,,,,,,,
3NCRYPTEN,🛢,,,,,,,
Hotwheee,the most normal chat on twitch rn,,,,,,,
renedt17,wake up in 8 hours then errr,,,,,,,
sMACCAS16,cole time for bed tuckk,,,,,,,
boundlessburton,@skylark777777 I think that was yesterday night,,,,,,,
Skylark777777,@Hotwheee Here?,,,,,,,
cole__1738,"noo val still on smacs, immediately after tho",,,,,,,
renedt17,gonai cole,,,,,,,
sMACCAS16,ome99,,,,,,,
Skylark777777,@boundlessburton Ok,,,,,,,
DrG0TH,i rewound the stream and ray j just be yapppin LMFAO,,,,,,,
sMACCAS16,me go sleep now YESIDOTHINKSO,,,,,,,
sMACCAS16,gonai chat fsmLove,,,,,,,
Kuzler,gonai,,,,,,,
boundlessburton,@Skylark777777 and I don’t think he did sleep yesterday night,,,,,,,
donovanmic,gonai,,,,,,,
Kuzler,Enjoy your rain sounds,,,,,,,
Hotwheee,@Skylark777777 yeah collecting some data to tweak this one machine learning thing,,,,,,,
cole__1738,elisTuck smacs,,,,,,,
renedt17,gonai smaccas,,,,,,,
unwording,wideBoink in the discord,,,,,,,
ElJoshy101,@cole__1738 who playing?,,,,,,,
brayon_101,gonai sMACCAS16 Sleep well cuh,,,,,,,
jacksboxmn,who is even this guy,,,,,,,
DrG0TH,@smaccas16 night lovely smaccas fsmLove,,,,,,,
cole__1738,@ElJoshy101 go look boy u didnt help me!,,,,,,,
unwording,goodnight smaccas scorpy2Sleep,,,,,,,
Endlessleisure,Sleep well,,,,,,,
ElJoshy101,@sMACCAS16 gonai,,,,,,,
Hotwheee,@Hotwheee (i dont work for twitch),,,,,,,
boundlessburton,@sMACCAS16 good night have a wonderful sleep fsmSleep fsmSunnyHeart,,,,,,,
MISA_XVI,goth you got the timestamp when the bed folded on them both pause,,,,,,,
Skylark777777,"@boundlessburton Yeah, I saw his snaps. I think speed is coming this morning too",,,,,,,
forthesoul_intuitiva,Its 9:32am PDT (in LA) cole,,,,,,,
ElJoshy101,@unwording fsmSigh,,,,,,,
boundlessburton,"@MISA_XVI yes, please I really wanna see that. No pause.",,,,,,,
cole__1738,@forthesoul_intuitiva why did you just tell me what time it is right now,,,,,,,
Skylark777777,@Hotwheee W goodluck,,,,,,,
charluvsvx,REGGIEEE,,,,,,,
gyatt456,Reggie,,,,,,,
booboobryant,w wwwww RayJ,,,,,,,
mimiz6969,❤️❤️❤️Reggie,,,,,,,
RoseGolden3,first thought 😂😭,,,,,,,
chillbearok,kaicSHOOK BOP BOP kaicSHOOK BOP kaicSHOOK BOP kaicSHOOK,,,,,,,
brycefaison,😂😂😂,,,,,,,
BrolyIsBroly,1 more baby oil,,,,,,,
bl4nk_key,BTW GUYS I THINK ISHOWSPEED COMING HE'S IN LA,,,,,,,
PirateJustu,LOL REG,,,,,,,
MICKEYKUNNN,LOL REGGIE,,,,,,,
xhaaaades,HELLOWWWWWWWWWWW,,,,,,,
niktown_06,LUL LUL LUL LUL,,,,,,,
allexandrasm,oh,,,,,,,
Eli_ToFresh67,HELLOW,,,,,,,
milky__mik,why he looking at us like we did it,,,,,,,
eishada0utsid3r,I ain’t kno rula was here,,,,,,,
Sup3rfast,waking em niggas up an hour early? 😂😂😂😂😂😂,,,,,,,
jadewill21,P,,,,,,,
shavitta4552,devante got them,,,,,,,
a gone,,,,,,,,
golden1x,HELLOW,,,,,,,
resilientbaby2,Rulaaa😂😂😂,,,,,,,
joaoars_,BOUNCE IT RAGE,,,,,,,
oxlesli,rulaaaa,,,,,,,
crannabiss,he was dreamin of ray j,,,,,,,
smokey420011,lol,,,,,,,
kingshaun252,when you going sell me puppy rage,,,,,,,
domodrea,kaicDubs,,,,,,,
,,,,,,,,
theoriginaldollface,lookin like the TEMU VERSION OF RAE SHMURD.LMAO,,,,,,,
desireeee_3,Devontae has his glasses,,,,,,,
sayushb20256,Fuk you dum oil baby,,,,,,,
,,,,,,,,
,,,,,,,,
nicBasket,,,,,,,,
moh_delimurkem,the oil made him assume rage,,,,,,,
bobthechessgm,!watchtime,,,,,,,
kaimafiabot,@bobthechessgm bobthechessgm has spent 1 hour and 10 minutes in online chat.,,,,,,,
masonpines35,why you staring,,,,,,,
BrolyIsBroly,1 more baby oillll,,,,,,,
athenbip,hellowwww,,,,,,,
sauce_22k,hellowwwwe,,,,,,,
ANZ ONMM RAGE IS A W MANZ ONMM RAGE IS A W MANZ ONMM RAGE IS A W MANZ ONMM RAGE IS A W MANZ ONMM RAGE IS A W MANZ ONMM,,,,,,,,
charluvsvx,REGGIEEEE,,,,,,,
quartosssss,DRUMMER!!! caaidanjoshiAUS,@kaicenat LOOK AT AKADEMIKS INSTA LIL TJAY GOING CRAZY ON YOU kaicENAT LOOK AT AKADEMIKS INSTA LIL TJAY GOING CRAZY ON YOU kaicENAT LOOK AT AKADEMIKS INSTA LIL TJAY GOING CRAZY ON YOU kaicENAT LOOK AT AKADEMIKS INSTA LIL TJAY GOING CRAZY ON YOU kaicENAT LOOK AT AKADEMIKS INSTA LIL TJAY GOING CRAZY ON YOU kaicENAT,,,,,,
volcul,WAKE TOTAS LAZY ASS UP,,,,,,,
queendivine99,rullllaaaaaaa,,,,,,,
melody_kwiek,w rage,,,,,,,
firstake_,there goes reggie,,,,,,,
guyyoooodds,a,,,,,,,
ggie look lost asf lol,,,,,,,,
oxlesli,rulaaa,,,,,,,
king_smoke52,HELLLOOWWWW,,,,,,,
ATG4real,gotta do the special perks,,,,,,,
VolcanicClouds,Where Kai?.....,,,,,,,
cheyanneandrews,did he leave,,,,,,,
zaymann1,KaiMillion,,,,,,,
HELL RULA GET THERE ?!?!??!??,,,,,,,,
vyzl13,RAGE LOOKS MAD ZESTY,,,,,,,
 IS THE BEST BROOOOO I MISSED IT,,,,,,,,
lilcrazykick,We need mafithon 4 😭😭😭😭😭😭,,,,,,,
